Langue,Extension,Code,Nom de la carte,Rareté,1st Edition,Unlimited,Limited / Autre,Quantité,N° Artwork,Reprint
Anglais (Monde),25LP,25LP-EN001,Diabellstar the Black Witch,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN001,Diabellstar the Black Witch,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN002,Snake-Eyes Poplar,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN002,Snake-Eyes Poplar,U,NM,,,7,,
Anglais (Monde),25LP,25LP-EN002,Snake-Eyes Poplar,U,,,NM,5,,
Anglais (Monde),25LP,25LP-EN002,Snake-Eyes Poplar,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN002,Snake-Eyes Poplar,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN002,Snake-Eyes Poplar,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN002,Snake-Eyes Poplar,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",U,,,NM,2,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",U,,,NM,2,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",U,NM,,,7,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",SCRB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",U,,,NM,4,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN003,"Garunix Eternity, Hyang of the Fire Kings",UB,NM,,,3,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,U,NM,,,8,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,SCR,,,NM,3,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,U,,,NM,7,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN004,Legendary Fire King Ponix,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,UB,NM,,,2,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,SCR,NM,,,3,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,U,NM,,,5,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN005,Nightmare Pain,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,SCR,,,NM,3,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,U,NM,,,8,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN006,Bacha the Melodious Maestra,U,,,NM,7,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,SCR,NM,,,1,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,UB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,UB,,,NM,3,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,U,NM,,,6,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN007,Sangenpai Transcendent Dragion,U,,,NM,4,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,SCR,NM,,,3,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,U,NM,,,6,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,SCR,,,NM,4,,
Anglais (Monde),25LP,25LP-EN008,Sangen Kaimen,U,,,NM,5,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,U,NM,,,7,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,U,,,NM,2,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN009,Mementomictlan Tecuhtlica - Creation King,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,U,,,NM,2,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,UB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,SCR,NM,,,3,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,SCRB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,U,NM,,,5,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,U,,,NM,4,,
Anglais (Monde),25LP,25LP-EN010,Azamina Ilia Silvia,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN011,Azamina Mu Rcielago,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN011,Azamina Mu Rcielago,U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN011,Azamina Mu Rcielago,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN011,Azamina Mu Rcielago,U,,,NM,4,,
Anglais (Monde),25LP,25LP-EN011,Azamina Mu Rcielago,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN011,Azamina Mu Rcielago,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN011,Azamina Mu Rcielago,U,NM,,,8,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",U,,,NM,3,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",SCR,,,NM,3,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",SCRB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",U,NM,,,6,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",SCR,,,NM,4,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN012,"Poseidra Abyss, the Atlantean Dragon Lord",SCR,NM,,,4,,
Anglais (Monde),25LP,25LP-EN013,Mermail King - Neptabyss,SCR,NM,,,1,,
Anglais (Monde),25LP,25LP-EN013,Mermail King - Neptabyss,U,,,NM,3,,
Anglais (Monde),25LP,25LP-EN013,Mermail King - Neptabyss,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN013,Mermail King - Neptabyss,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN013,Mermail King - Neptabyss,U,NM,,,6,,
Anglais (Monde),25LP,25LP-EN013,Mermail King - Neptabyss,U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN013,Mermail King - Neptabyss,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,SCRB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,UB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,U,NM,,,8,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,U,,,NM,5,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,SCR,NM,,,4,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,U,,,NM,4,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,U,,,NM,2,,
Anglais (Monde),25LP,25LP-EN014,Ryzeal Detonator,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,SCR,NM,,,3,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,SCRB,,,NM,2,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,U,,,NM,5,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,U,NM,,,7,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,SCR,,,NM,4,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN015,Ryzeal Cross,UB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,SCR,,,NM,3,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,U,,,NM,3,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,U,,,NM,7,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN016,Maliss <Q> Hearts Crypter,U,NM,,,5,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,SCR,NM,,,1,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,U,,,NM,6,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,U,,,NM,5,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN017,Maliss <C> GWC-06,U,NM,,,7,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,UB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,SCRB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,U,NM,,,9,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,UB,,,NM,3,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,U,,,NM,7,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN018,Maiden of White,U,,,NM,4,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,U,NM,,,7,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,U,,,NM,5,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,U,,,NM,7,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,U,,,NM,1,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,SCR,NM,,,2,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,SCR,,,NM,1,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,UB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN019,Blue-Eyes Tyrant Dragon,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,U,,,NM,3,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,SCR,,,NM,3,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,SCR,,,NM,2,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,U,NM,,,10,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,SCRB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,UB,,,NM,1,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,SCR,NM,,,1,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,UB,NM,,,1,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,U,,,NM,8,,
Anglais (Monde),25LP,25LP-EN020,Blue-Eyes Ultimate Spirit Dragon,SCRB,,,NM,1,,
Français (France),BLMM,BLMM-FR002,Crâne Serviteur,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR003,"Néos, HÉROS Élémentaire",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR004,Gearfried le Chevalier de Fer,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR004,Gearfried le Chevalier de Fer,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR005,"Gorz, l'Émissaire des Ténèbres",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR005,"Gorz, l'Émissaire des Ténèbres",STR,NM,,,1,,
Français (France),BLMM,BLMM-FR005,"Gorz, l'Émissaire des Ténèbres",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR006,Ange de Loyauté,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR007,Dragon Photon aux Yeux Galactiques,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR008,Paladin des Ténèbres,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR009,Robot Guerrier,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR010,Trio Ojama,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR011,Système Alba de Dogmatikalamité,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR011,Système Alba de Dogmatikalamité,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR012,Béhilmoth le Mythologique,U,NM,,,1,,
Français (France),BLMM,BLMM-FR012,Béhilmoth le Mythologique,U,NM,,,2,,
Français (France),BLMM,BLMM-FR013,Gammajin Mythologique,U,NM,,,1,,
Français (France),BLMM,BLMM-FR013,Gammajin Mythologique,U,NM,,,2,,
Français (France),BLMM,BLMM-FR013,Gammajin Mythologique,U,NM,,,1,,
Français (France),BLMM,BLMM-FR014,Lévilazebul Mythologique,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR015,Renaissance du Royaume Mythologique,U,NM,,,3,,
Français (France),BLMM,BLMM-FR015,Renaissance du Royaume Mythologique,U,NM,,,1,,
Français (France),BLMM,BLMM-FR016,Megalo Préhistorique,U,NM,,,1,,
Français (France),BLMM,BLMM-FR016,Megalo Préhistorique,U,NM,,,2,,
Français (France),BLMM,BLMM-FR017,Stégo Préhistorique,U,NM,,,3,,
Français (France),BLMM,BLMM-FR017,Stégo Préhistorique,U,NM,,,2,,
Français (France),BLMM,BLMM-FR018,Astéro Préhistorique,SCR,NM,,,2,,
Français (France),BLMM,BLMM-FR018,Astéro Préhistorique,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR019,Volcan Préhistorique,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR020,"Dispersion Maître Diamant, Chevalier-Gemmes",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR020,"Dispersion Maître Diamant, Chevalier-Gemmes",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR020,"Dispersion Maître Diamant, Chevalier-Gemmes",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR022,"Carcassenoyau, Chevalier-Gemmes",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR022,"Carcassenoyau, Chevalier-Gemmes",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR022,"Carcassenoyau, Chevalier-Gemmes",SCR,NM,,,2,,
Français (France),BLMM,BLMM-FR022,"Carcassenoyau, Chevalier-Gemmes",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR023,Dispersion Chevalier-Gemmes,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR023,Dispersion Chevalier-Gemmes,SCR,NM,,,2,,
Français (France),BLMM,BLMM-FR023,Dispersion Chevalier-Gemmes,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR024,"Avance, Soldat de l'Épée des Nékroz",SCR,NM,,,2,,
Français (France),BLMM,BLMM-FR024,"Avance, Soldat de l'Épée des Nékroz",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR025,"Émilia, Prêtresse de la Danse des Nékroz",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR025,"Émilia, Prêtresse de la Danse des Nékroz",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR025,"Émilia, Prêtresse de la Danse des Nékroz",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR026,Nékroz de Métaltron,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR026,Nékroz de Métaltron,SCR,NM,,,2,,
Français (France),BLMM,BLMM-FR026,Nékroz de Métaltron,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR026,Nékroz de Métaltron,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR027,Miroir Divin Nékroz,U,NM,,,1,,
Français (France),BLMM,BLMM-FR027,Miroir Divin Nékroz,U,NM,,,2,,
Français (France),BLMM,BLMM-FR027,Miroir Divin Nékroz,U,NM,,,2,,
Français (France),BLMM,BLMM-FR028,Motor Kaiser,U,NM,,,3,,
Français (France),BLMM,BLMM-FR028,Motor Kaiser,U,NM,,,3,,
Français (France),BLMM,BLMM-FR029,Les Deux font la Paire,U,NM,,,1,,
Français (France),BLMM,BLMM-FR029,Les Deux font la Paire,U,NM,,,1,,
Français (France),BLMM,BLMM-FR029,Les Deux font la Paire,U,NM,,,2,,
Français (France),BLMM,BLMM-FR030,Garage de Ferraille,U,NM,,,3,,
Français (France),BLMM,BLMM-FR030,Garage de Ferraille,U,NM,,,3,,
Français (France),BLMM,BLMM-FR031,Ice Doll,U,NM,,,2,,
Français (France),BLMM,BLMM-FR031,Ice Doll,U,NM,,,3,,
Français (France),BLMM,BLMM-FR032,La Glace des Grands Hivers,U,NM,,,1,,
Français (France),BLMM,BLMM-FR032,La Glace des Grands Hivers,U,NM,,,2,,
Français (France),BLMM,BLMM-FR032,La Glace des Grands Hivers,U,NM,,,1,,
Français (France),BLMM,BLMM-FR033,Ice Doll Mirror,U,NM,,,2,,
Français (France),BLMM,BLMM-FR033,Ice Doll Mirror,U,NM,,,2,,
Français (France),BLMM,BLMM-FR033,Ice Doll Mirror,U,NM,,,1,,
Français (France),BLMM,BLMM-FR034,Le Ninja des Forêts Bat,U,NM,,,2,,
Français (France),BLMM,BLMM-FR034,Le Ninja des Forêts Bat,U,NM,,,3,,
Français (France),BLMM,BLMM-FR034,Le Ninja des Forêts Bat,U,NM,,,3,,
Français (France),BLMM,BLMM-FR035,Le Chevalier Noble des Forêts Wanko,U,NM,,,1,,
Français (France),BLMM,BLMM-FR035,Le Chevalier Noble des Forêts Wanko,U,NM,,,2,,
Français (France),BLMM,BLMM-FR035,Le Chevalier Noble des Forêts Wanko,U,NM,,,2,,
Français (France),BLMM,BLMM-FR036,Premier Chapitre du Conte de Fées : L'Aube du Départ,U,NM,,,3,,
Français (France),BLMM,BLMM-FR036,Premier Chapitre du Conte de Fées : L'Aube du Départ,U,NM,,,2,,
Français (France),BLMM,BLMM-FR036,Premier Chapitre du Conte de Fées : L'Aube du Départ,U,NM,,,2,,
Français (France),BLMM,BLMM-FR037,Numéro S37 : Araignée Requin,U,NM,,,2,,
Français (France),BLMM,BLMM-FR037,Numéro S37 : Araignée Requin,U,NM,,,1,,
Français (France),BLMM,BLMM-FR038,Numéro S38 : Titanesque Galactique,U,NM,,,1,,
Français (France),BLMM,BLMM-FR038,Numéro S38 : Titanesque Galactique,U,NM,,,1,,
Français (France),BLMM,BLMM-FR038,Numéro S38 : Titanesque Galactique,U,NM,,,2,,
Français (France),BLMM,BLMM-FR039,Éclaircie Providentielle,U,NM,,,3,,
Français (France),BLMM,BLMM-FR039,Éclaircie Providentielle,U,NM,,,3,,
Français (France),BLMM,BLMM-FR039,Éclaircie Providentielle,U,NM,,,1,,
Français (France),BLMM,BLMM-FR040,Voyage Galactique,SCR,NM,,,2,,
Français (France),BLMM,BLMM-FR040,Voyage Galactique,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR041,D/D Arpenteur de Compte,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR041,D/D Arpenteur de Compte,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR041,D/D Arpenteur de Compte,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR042,D/D Arpenteur d'Échelle,U,NM,,,2,,
Français (France),BLMM,BLMM-FR042,D/D Arpenteur d'Échelle,U,NM,,,2,,
Français (France),BLMM,BLMM-FR043,D/D Arpenteur Extra,U,NM,,,2,,
Français (France),BLMM,BLMM-FR043,D/D Arpenteur Extra,U,NM,,,1,,
Français (France),BLMM,BLMM-FR043,D/D Arpenteur Extra,U,NM,,,2,,
Français (France),BLMM,BLMM-FR044,"Crowley, Magistus Talentueux",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR044,"Crowley, Magistus Talentueux",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR045,"Zoroa, Verethragna Magistus",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR045,"Zoroa, Verethragna Magistus",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR045,"Zoroa, Verethragna Magistus",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR045,"Zoroa, Verethragna Magistus",SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR046,Verre Magique - Lacrima de Lumière,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR046,Verre Magique - Lacrima de Lumière,SCR,NM,,,2,,
Français (France),BLMM,BLMM-FR046,Verre Magique - Lacrima de Lumière,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR046,Verre Magique - Lacrima de Lumière,SCR,NM,,,1,,
Français (France),BLMM,BLMM-FR047,Magia Magique - Tonnerre du Jugement,U,NM,,,2,,
Français (France),BLMM,BLMM-FR047,Magia Magique - Tonnerre du Jugement,U,NM,,,2,,
Français (France),BLMM,BLMM-FR047,Magia Magique - Tonnerre du Jugement,U,NM,,,1,,
Français (France),BLMM,BLMM-FR048,Dragonirène Cehrmba,UB,NM,,,1,,
Français (France),BLMM,BLMM-FR048,Dragonirène Cehrmba,UB,NM,,,1,,
Français (France),BLMM,BLMM-FR049,Camériste Dragonirène,UB,NM,,,1,,
Français (France),BLMM,BLMM-FR049,Camériste Dragonirène,UB,NM,,,1,,
Français (France),BLMM,BLMM-FR049,Camériste Dragonirène,UB,NM,,,2,,
Français (France),BLMM,BLMM-FR050,Noh-P.U.N.K. Écaille Montante,UB,NM,,,1,,
Français (France),BLMM,BLMM-FR051,FIÈVRE P.U.N.K. JAM !,UB,NM,,,1,,
Français (France),BLMM,BLMM-FR051,FIÈVRE P.U.N.K. JAM !,UB,NM,,,1,,
Français (France),BLMM,BLMM-FR052,"Galatea-I, l'Androïde Orcust",UB,NM,,,1,,
