SET,#,COST,NAME,TYPE,INK,RARITY,STR,WILL,LORE,MOVE COST,CLASSIFICATIONS,ABILITY,FRANCHISE,FLAVOR TEXT,ILLUSTRATORS,QUANTITY
"URR
FAB","025
022",2,Ursula - Vanessa,Character,Amber,Common,1,4,1,,Storyborn · Villain · Sorcerer,Singer 4,The Little Mermaid,This magic will certainly do the trick.,Angie Simpson,0
"URR
FAB","036
040",5,Belle - Accomplished Mystic,Character,Amethyst,Super Rare,4,4,2,,Floodborn · Hero · Princess · Sorcerer,"Shift 3 ⬡ ENHANCED HEALING When you play this character, move up to 3 damage counters from chosen character to chosen opposing character.",Beauty and the Beast,The mixed ink had changed more than just the rose.,Malia Ewart,0
"URR
FAB","037
039",3,Belle - Untrained Mystic,Character,Amethyst,Common,3,3,1,,Dreamborn · Hero · Princess,"HERE NOW, DON'T DO THAT When you play this character, move up to 1 damage counter from chosen character to chosen opposing character.",Beauty and the Beast,"No matter what she tried, Belle couldn't completely heal Beast's wound.","Angelina ""Spikie"" Ricardo",0
"URR
FAB","039
000",4,Bruno Madrigal - Undetected Uncle,Character,Amethyst,Super Rare,3,3,1,,Storyborn · Ally · Madrigal,"Evasive YOU JUST HAVE TO SEE IT Exert - Name a card, then reveal the top card of your deck. It it's the named card, put that card into your hand and gain 3 lore. Otherwise, put it on the top of your deck.",Encanto,,Juan Diego Leon,0
"URR
FAB","040
052",4,Camilo Madrigal - Prankster,Character,Amethyst,Uncommon,2,5,1,,Storyborn · Ally · Madrigal,"MANY FORMS At the start of your turn, you may choose one:   - This character gets +1 LORE this turn.   - This character gains Challenger +2 this turn.",Encanto,,Emily Abeydeera,0
"URR
FAB","067
068",1,Casa Madrigal - Casita,Location,Amethyst,Common,,6,0,1,,"OUR HOME At the start of your turn, if you have a character here gain 1 lore.",Encanto,,Rachel Elese,0
"URR
FAB","041
051",4,Dolores Madrigal - Easy Listener,Character,Amethyst,Common,3,3,2,,Storyborn · Ally · Madrigal,"MAGICAL INFORMANT When you play this character, if an opponent has an exerted character in play, you may draw a card.",Encanto,,Otto Paredes,0
"URR
FAB","047
058",4,Luisa Madrigal - Magically Strong One,Character,Amethyst,Common,4,3,1,,Storyborn · Ally · Madrigal,Rush,Encanto,"""This rock? No problem. Go get that prophecy, hermana!""",Juan Diego Leon,0
"URR
FAB","060
061",2,Poor Unfortunate Souls,Action · Song,Amethyst,Common,,,,,,"Return chosen character, item, or location with cost 2 or less to their player's hand.",The Little Mermaid,"In pain, in need",Denny Minonne,0
"URR
FAB","065
067",2,Rose Lantern,Item,Amethyst,Common,,,,,,"MYSTICAL PETALS Exert, 2 ⬡ - Move 1 damage counter from chosen character to chosen opposing character.",Beauty and the Beast,The transformed rose made short work of the Beast's wound. But even the gentlest magic comes at a cost.,Gabriel Angelo,0
"URR
FAB","061
060",10,Second Star to the Right,Action · Song,Amethyst,Rare,,,,,,Sing Together 10 Chosen player draws 5 cards.,Peter Pan,Lead us to the land we dream of,Natalia Trykowska,0
"URR
FAB","056
050",6,Tick-Tock - Ever-Present Pursuer,Character,Amethyst,Common,4,7,1,,Storyborn · Ally,Evasive,Peter Pan,"""That cursed beast liked the taste of me so well he's followed me ever since . . . ."" - Captain Hook",Kenneth Anderson,0
"URR
FAB","075
086",3,HeiHei - Bumbling Rooster,Character,Emerald,Uncommon,2,3,2,,Storyborn · Ally,"FATTEN YOU UP When you play this character, if an opponent has more cards in their inkwell than you, you may put the top card of your deck into your inkwell facedown and exerted.",Moana,,Anna Stosik,0
"URR
FAB","101
102",1,Hidden Cove - Tranquil Haven,Location,Emerald,Common,,6,0,1,,REVITALIZING WATERS Characters get +1 STR and +1 WILL while here.,Lorcana,"""Flounder, this is perfect! I can't wait to explore it!"" - Ariel",Roberto Gatto,0
"URR
FAB","094
098",2,Make the Potion,Action,Emerald,Common,,,,,,Choose one:   - Banish chosen item.   - Deal 2 damage to chosen damaged character.,Snow White and the Seven Dwarfs,,Elodie Mondoloni,0
"URR
FAB","084
084",1,Pegasus - Gift for Hercules,Character,Emerald,Common,1,1,1,,Storyborn · Ally,Evasive,Hercules,"""His name is Pegasus. And he's all yours. . . ."" - Zeus",Brian Weisz,0
"URR
FAB","087
073",9,Prince Phillip - Vanquisher of Foes,Character,Emerald,Super Rare,6,6,3,,Floodborn · Hero · Prince,"Shift 6 ⬡, Evasive SWIFT AND SURE When you play this character, banish all opposing damaged characters.",Sleeping Beauty,,Randy Bishop,0
"URR
FAB","088
072",4,Prince Phillip - Warden of the Woods,Character,Emerald,Rare,3,4,2,,Dreamborn · Hero · Prince,SHINING BEACON Your other Hero characters gain Ward.,Sleeping Beauty,He stands ready to protect his friends from any threat.,Mike Parker,0
"URR
FAB","099
101",2,Signed Contract,Item,Emerald,Uncommon,,,,,,"FINE PRINT Whenever an opponent plays a song, you may draw a card.",The Little Mermaid,"""I would love to help you, of course, but there's the little matter of the contract . . ."" - Ursula",Andrew Peña,0
"URR
FAB","095
097",8,Under the Sea,Action · Song,Emerald,Rare,,,,,,Sing Together 8 Put all opposing characters with 2 STR or less on the bottom of their players' decks in any order.,The Little Mermaid,Such wonderful things surround you,Dylan Bonner,0
"URR
FAB","128
132",6,A Pirate's Life,Action · Song,Ruby,Uncommon,,,,,,Sing Together 6 Each opponent loses 2 lore. You gain 2 lore.,Peter Pan,Give me a career   As a buccaneer,Valentina Graziuso,0
"URR
FAB","129
133",4,Be King Undisputed,Action · Song,Ruby,"Rare
Uncommon",,,,,,Each opponent chooses and banishes one of their characters.,The Lion King,"Respected, saluted",Emily Abeydeera,0
"URR
FAB","113
121",2,Lumiere - Fiery Friend,Character,Ruby,Rare,2,2,1,,Dreamborn · Ally,FERVENT ADDRESS Your other characters get +1 STR.,Beauty and the Beast,"""The invaders are at our gates, mes amis! It's time to show them what we're made of.""",Valentin Palombo,0
"URR
FAB","132
134",2,Medallion Weights,Item,Ruby,Uncommon,,,,,,"DISCIPLINE AND STRENGTH Exert, 2 ⬡ - Chosen character gets +2 STR this turn. Whenever they challenge another character this turn, you may draw a card.",Mulan,,Defne Tözüm,0
"URR
FAB","114
126",6,Mulan - Elite Archer,Character,Ruby,"Legendary
Super Rare",2,6,2,,Floodborn · Hero · Princess,"Shift 5 ⬡ STRAIGHT SHOOTER When you play this character, if you used Shift to play her, she gets +3 STR this turn.   TRIPLE SHOT During your turn, whenever this character deals damage to another character in a challenge, deal the same amount of damage to up to 2 other chosen characters.",Mulan,,Nicola Saviori,0
"URR
FAB","116
125",1,Mulan - Injured Soldier,Character,Ruby,Common,2,3,1,,Storyborn · Hero · Princess,BATTLE WOUND This character enters play with 2 damage.,Mulan,She'll never give up.,Jared Mathews,0
"URR
FAB","123
119",3,Sisu - Daring Visitor,Character,Ruby,Uncommon,1,1,1,,Storyborn · Hero · Deity · Dragon,"Evasive BRING ON THE HEAT! When you play this character, banish chosen opposing character with 1 STR or less.",Raya and the Last Dragon,"""Come on–what's the worst that can happen?""",Otto Paredes,0
"URR
FAB","124
118",3,Sisu - Emboldened Warrior,Character,Ruby,Rare,1,4,2,,Storyborn · Hero · Deity · Dragon,SURGE OF POWER This character gets +1 STR for each card in opponents' hands.,Raya and the Last Dragon,Sometimes the only way to fight the unimaginable is with the incredible.,LadyShalirin,0
"URR
FAB","127
129",3,Tuk Tuk - Lively Partner,Character,Ruby,"Rare
Uncommon",2,3,1,,Storyborn · Ally,"Evasive ON A ROLL When you play this character, you may move him and one of your other characters to the same location for free. The other character gets +2 STR this turn.",Raya and the Last Dragon,,Sandra Rios,0
"URR
FAB","137
146",2,Anna - Braving the Storm,Character,Sapphire,Common,1,4,1,,Dreamborn · Hero · Queen,"I WAS BORN READY While you have another Hero character in play, this character gets +1 LORE.",Frozen,"After talking to Olaf, Anna marched into the unexpected storm to save Kristoff.",Maria Dresden,0
"URR
FAB","138
137",4,Anna - True-Hearted,Character,Sapphire,"Super Rare
Rare",2,4,2,,Dreamborn · Hero · Queen · Knight,"LET ME HELP YOU Whenever this character quests, your other Hero characters get +1 LORE this turn.",Frozen,Make sure you know what's truly important and be willing to fight for it.,Leonardo Giammichele,0
"URR
FAB","141
154",2,Aurora - Tranquil Princess,Character,Sapphire,Common,1,3,1,,Dreamborn · Hero · Princess,Ward,Sleeping Beauty,Her music fills the Illuminary's gardens with joy and light.,Koni,0
"URR
FAB","162
166",8,Dig a Little Deeper,Action · Song,Sapphire,Uncommon,,,,,,Sing Together 8 Look at the top 7 cards of your deck. Put 2 into your hand. Put the rest on the bottom of your deck in any order.,The Princess and the Frog,,Rachel Elese,0
"URR
FAB","146
148",3,Hans - Noble Scoundrel,Character,Sapphire,Common,3,2,2,,Storyborn · Villain · Prince,"ROYAL SCHEMES When you play this character, if a Princess or Queen character is in play, gain 1 lore.",Frozen,Hans was confident he could bring Anna to Ursula–all he needed was something of Kristoff's to lure her in.,Dustin Panzino / Leonardo Giammichele,0
"URR
FAB","174
196",3,Ariel - Determined Mermaid,Character,Steel,Common,2,4,1,,Storyborn · Hero · Princess,"I WANT MORE Whenever you play a song, you may draw a card, then choose and discard a card.",The Little Mermaid,Everything she's ever wanted is almost in reach.,Dylan Bonner,0
"URR
FAB","175
195",6,Ariel - Sonic Warrior,Character,Steel,"Super Rare
Rare",3,8,2,,Floodborn · Hero · Princess,"Shift 4 ⬡ AMPLIFIED VOICE Whenever you play a song, you may pay 2 ⬡ to deal 3 damage to chosen character.",The Little Mermaid,,Marcel Berg,0
"URR
FAB","180
186",6,Hercules - Beloved Hero,Character,Steel,"Rare
Uncommon",6,5,2,,Storyborn · Hero · Prince,"Bodyguard, Resist +1",Hercules,,Leonardo Giammichele,0
"URR
FAB","196
199",4,"I Find 'Em, I Flatten 'Em",Action · Song,Steel,Uncommon,,,,,,Banish all items.,Encanto,"I don't ask how hard the work is   Got a rough, indestructible surface",Jennifer Park,0
"URR
FAB","182
193",5,Li Shang - Imperial Captain,Character,Steel,Uncommon,5,5,2,,Dreamborn · Hero · Captain,,Mulan,Immovable as a mountain and fierce as a dragon–the Empire's finest warrior.,Carlos Ruiz,0
"URR
FAB","188
185",2,Mickey Mouse - Standard Bearer,Character,Steel,Common,1,3,1,,Storyborn · Hero,"STAND STRONG When you play this character, chosen character gains Challenger +2 this turn.",Mickey Mouse & Friends,He sets the standard for intrepid adventurers everywhere.,Cristian Romero,0
"URR
FAB","197
197",3,One Last Hope,Action · Song,Steel,Rare,,,,,,"Chosen character gains Resist +2 until the start of your next turn. If a Hero character is chosen, they may also challenge ready characters this turn.",Hercules,,Alice Pisoni,0
"URR
FAB","190
171",4,Philoctetes - No-Nonsense Instructor,Character,Steel,Rare,2,3,2,,Storyborn · Ally,"YOU GOTTA STAY FOCUSED Your Hero characters gain Challenger +1.   SHAMELESS PROMOTER Whenever you play a Hero character, gain 1 lore.",Hercules,,Stefano Spagnuolo,0
"URR
FAB","198
202",10,The Mob Song,Action · Song,Steel,Uncommon,,,,,,Sing Together 10 Deal 3 damage to up to 3 chosen characters and/or locations.,Beauty and the Beast,,Ian MacDonald,0
WIS,025,2,Angel - Siren Singer,Character,Amber,Uncommon,2,2,1,,Storyborn · Ally · Alien,"UNDERDOG If this is your first turn and you're not the first player, you pay 1 ⬡ less to play this character.   Singer 3",Lilo & Stitch,,Oggy Christiansson,0
WIS,007,5,Stitch - Carefree Snowboarder,Character,Amber,Rare,4,5,2,,Storyborn · Hero · Alien,"BRING YOUR FRIENDS Whenever this character quests, if you have 2 or more other characters in play, you may draw a card.",Lilo & Stitch,"""First one down the mountain gets all the marshmallows for their cocoa!"" - Lilo",Federico Maria Cugliari,0
WIS,050,5,Anna - Soothing Sister,Character,Amethyst,Legendary,5,5,1,,Floodborn · Hero · Queen,"UNUSUAL TRANSFORMATION If a card left a player's discard this turn, this card gains Shift 0 ⬡.   WARM HEART Whenever this character quests, you may gain lore equal to the LORE of a character card in your discard. If you do, put that card on the bottom of your deck.",Frozen,,Aubrey Archer,0
WIS,061,3,Do You Want to Build a Snowman?,Action · Song,Amethyst,Rare,,,,,,Chosen opponent chooses YES! or NO!:   - YES! You gain 3 lore.   - NO! They choose a character of theirs and put that card on the bottom of their deck.,Frozen,,LadyShalirin,0
WIS,150,4,Darkwing Duck - Dashing Gadgeteer,Character,Sapphire,Super Rare,3,5,1,,Dreamborn · Super · Hero · Detective,"MODERN MARVEL Whenever this character quests, you may put an item card from your discard on the bottom of your deck. If you do, you may play an item with cost 5 or less from your discard for free.",Darkwing Duck,"""I've got things in here that haven't even been tested yet!""",Alice Pisoni,0
WIS,177,2,Launchpad - Trusty Sidekick,Character,Steel,Common,2,3,1,,Storyborn · Ally,"WHAT DID YOU NEED? Exert - Draw a card. Then, choose and discard a card unless you have a character named Darkwing Duck in play.",Darkwing Duck,"""Excuse my sidekick. His brain seems to be having an out-of-body experience."" - Darkwing Duck",Lissette Carrera,0
WITW,017,4,Ariel - Ethereal Voice,Character,Amber,Rare,3,4,2,,Storyborn · Hero · Princess · Whisper,"Boost 1 ⬡ COMMAND PERFORMANCE Once during your turn, whenever you play a song, if there's a card under this character, you may draw a card.",The Little Mermaid,,Clio Wolfensberger,0
WITW,012,3,Bagheera - Cautious Explorer,Character,Amber,Uncommon,4,4,1,,Storyborn · Ally,,The Jungle Book,"He had seen many strange things in the Mysterious Ruins, but the glowing river was the most concerning. It looked and moved like water but somehow felt . . . different.",Brian Weisz,0
WITW,001,6,Baloo - Friend and Guardian,Character,Amber,Rare,3,8,2,,Storyborn · Ally,"Bodyguard, Support",The Jungle Book,,Amanda Duarte / Julio Cesar,0
WITW,022,4,Della Duck - Returning Mother,Character,Amber,Common,2,5,2,,Storyborn · Ally,"HERE TO HELP When you play this character, you may ready chosen character with Boost. If you do, they can't quest or challenge for the rest of this turn.",DuckTales,"""I promise I'm coming home, somehow. Nothing can stop Della Duck!""",Jiahui Eva Gao,0
WITW,028,2,Della's Moon Lullaby,Action · Song,Amber,Common,,,,,,Chosen opposing character gets -2 STR until the start of your next turn. Draw a card.,DuckTales,Life is strange and vast,Beatrice Blue / Otto Paredes,0
WITW,034,2,Duckburg - Funso's Funzone,Location,Amber,Rare,,6,0,2,,"WHERE FUN IS IN THE ZONE Whenever a character quests while here, you pay 2 ⬡ less for the next character you play this turn.",DuckTales,,Nevena Nikolcheva,0
WITW,007,1,Eilonwy - Princess of Llyr,Character,Amber,Common,2,1,1,,Storyborn · Ally · Princess,Support,The Black Cauldron,"""If you want to come with me, you may.""",Pix Smith,0
WITW,014,3,Flash - Records Specialist,Character,Amber,Common,3,4,2,,Dreamborn · Ally,"HOLD . . . YOUR HORSES This character enters play exerted.   DEEP RESEARCH Whenever this character quests, you may give chosen Detective character +2 STR this turn.",Zootopia,,Sergio Mancinelli,0
WITW,002,2,Gaston - Frightful Bully,Character,Amber,Uncommon,3,3,1,,Storyborn · Villain · Whisper,"Boost 2 ⬡ TOP THAT! Whenever this character quests, if there's a card under him, chosen opposing character can't challenge and must quest if able during their next turn.",Beauty and the Beast,,Nicholas Kole,0
WITW,025,5,Gazelle - Ballad Singer,Character,Amber,Rare,3,8,1,,Dreamborn · Ally,"Singer 7 CROWD FAVORITE When you play this character, you may put a song card from your discard on the top of your deck.",Zootopia,,Celeste Jamneck,0
